date,apco_ee_costs,dominion_ee_costs,odp_ee_costs,apco_15_percent_carve_out,dominion_15_percent_carve_out,odp_15_percent_carve_out,apco_hb2789_petition,dominion_hb2789_petition,odp_hb2789_petition
2021,136,476,0,42.8,53,0,42.8,36,0
