Plant Name,Unit Name,ORISPL (Plant Code),GATS Unit ID,PJM Unit?,State,County,Balancing Authority,Nameplate,Date Online,Primary Fuel Type,Secondary,Tertiary,Quaternary,Fifth,Sixth,Seventh,Eighth,New Jersey,Maryland,Pennsylvania,District of Columbia,Delaware,Illinois,Ohio,Virginia,EFEC Eligible
"Diveley, Lynn Residence",L Diveley,,NON149267,,VA,Augusta County,PJM Interconnection,0.00744,9/1/16,SUN,,,,,,,,,,PA-461662-NSTI-I,,,,,,
DMME Solar,DMME Solar,,NON295043,,VA,Wise County,LGE and KU Energy,0.14016,5/1/19,SUN,,,,,,,,,,,,,,,VA-235716-SUN,
Dobin-Howard-VA-PV-4.56kw Residence,Dobin-Howard-VA-PV-4.56kw Residence,,NON142427,,VA,Rockbridge County,PJM Interconnection,0.00456,8/1/16,SUN,,,,,,,,,,PA-461617-NSTI-I,,,,,,
Dobyns-Kathryn-VA-PV-11.4kw Residence,Dobyns-Kathryn-VA-PV-11.4kw Residence,,NON139516,,VA,Augusta County,PJM Interconnection,0.0114,6/1/16,SUN,,,,,,,,,,PA-461553-NSTI-I,,,,,VA-092654-SUN,
Dobyns-Kathryn-VA-PV-7.84kw Residence,Dobyns-Kathryn-VA-PV-7.84kw Residence,,NON120749,,VA,Augusta County,PJM Interconnection,0.00784,9/1/15,SUN,,,,,,,,,,PA-461317-NSTI-I,,,,,,
DODD-DALE-VA-PV-6.89kw Residence,DODD-DALE-VA-PV-6.89kw Residence,,NON117754,,VA,Nelson County,PJM Interconnection,0.00689,11/1/15,SUN,,,,,,,,,,PA-461291-NSTI-I,,,,,,
"Dodge, Andy Residence",A Dodge,,NON99267,,VA,Campbell County,PJM Interconnection,0.01064,3/1/15,SUN,,,,,,,,,,PA-461011-NSTI-I,,,,,VA-055346-SUN,
Dodge-Eric-VA-PV-6.24kw Residence,Dodge-Eric-VA-PV-6.24kw Residence,,NON185510,,VA,Accomack County,PJM Interconnection,0.00624,3/1/17,SUN,,,,,,,,,,PA-461939-NSTI-I,,,,,,
Dodge-Eric-VA-PV-9.88kW Residence,Dodge-Eric-VA-PV-9.88kW Residence,,NON121214,,VA,Accomack County,PJM Interconnection,0.00988,5/1/15,SUN,,,,,,,,,,PA-461375-NSTI-I,,,,,,
Doehne Solar PV,R. Doehne,,NON42502,,VA,Bedford County,PJM Interconnection,0.0063,5/1/10,SUN,,,,,,,,,,PA-46101-NSTI-I,DC-101374-SUN-I,,,,VA-006213-SUN,
"Doering,D Residence","Doering,D Residence",,NON46807,,VA,Arlington County,PJM Interconnection,0.00333,11/1/10,SUN,,,,,,,,,,PA-46308-NSTI-I,DC-102361-SUN-I,,,,,
Dolan Residence,Dolan Residence,,NON41355,,VA,Newport News City,PJM Interconnection,0.01002,2/1/10,SUN,,,,,,,,,,PA-46076-NSTI-I,DC-10615-SUN-I,,,,,
"Dolby, Andrew Residence",A Dolby,,NON121160,,VA,Frederick County,PJM Interconnection,0.00392,12/1/15,SUN,,,,,,,,,,PA-461326-NSTI-I,,,,,,
Dominion Canon ACM Solar,Dominion Canon ACM Solar,,NON199074,,VA,Newport News City,PJM Interconnection,1.235,9/1/17,SUN,,,,,,,,,,PA-462009-NSTI-I,,,,,VA-149781-SUN,
Dominion Canon Solar,Dominion Canon Solar,,NON82571,,VA,Gloucester County,PJM Interconnection,0.52122,4/1/14,SUN,,,,,,,,,,PA-46794-NSTI-I,,,,,VA-039979-SUN,
Dominion CapOne Solar,Dominion CapOne Solar,,NON102633,,VA,Chesterfield County,PJM Interconnection,0.63336,3/1/15,SUN,,,,,,,,,,PA-461065-NSTI-I,,,,,VA-058421-SUN,
Dominion Merck Solar,Dominion Merck Solar,59905,NON167089,,VA,Rockbridge County,PJM Interconnection,2.2113,8/1/16,SUN,,,,,,,,,,PA-461803-NSTI-I,,,,,VA-118204-SUN,
Dominion ODU Solar,ODU,,NON89801,,VA,Norfolk City,PJM Interconnection,0.1505,8/1/14,SUN,,,,,,,,,,PA-46829-NSTI-I,,,,,VA-046617-SUN,
Dominion Philip Morris Solar,Dominion Philip Morris Solar,59911,NON141431,,VA,Chesterfield County,PJM Interconnection,2.4552,3/1/16,SUN,,,,,,,,,,PA-461603-NSTI-I,,,,,VA-093972-SUN,
Dominion Prologis Solar,Dominion Prologis Solar,,NON102816,,VA,Loudoun County,PJM Interconnection,0.85904,4/1/15,SUN,,,,,,,,,,PA-461067-NSTI-I,,,,,VA-058417-SUN,
Dominion RMC Solar,Dominion RMC Solar,,NON119947,,VA,Hanover County,PJM Interconnection,0.06916,6/1/15,SUN,,,,,,,,,,PA-461363-NSTI-I,,,,,VA-074103-SUN,
Dominion Scott Solar,Dominion Scott Solar,60316,NON167087,,VA,Powhatan County,PJM Interconnection,22.9824,11/1/16,SUN,,,,,,,,,,PA-461804-NSTI-I,,,,,VA-118203-SUN,
Dominion UVA-Bookstore Solar,UVA-Bookstore,,NON174666,,VA,Albemarle County,PJM Interconnection,0.17784,3/1/17,SUN,,,,,,,,,,PA-461864-NSTI-I,,,,,VA-126189-SUN,
Dominion UVA-Ruffner Hall Solar,Ruffner,,NON174570,,VA,Albemarle County,PJM Interconnection,0.27503,3/1/17,SUN,,,,,,,,,,PA-461857-NSTI-I,,,,,VA-126025-SUN,
Dominion VA Union Solar,Dominion VA Union Solar,,NON102659,,VA,Richmond City,PJM Interconnection,0.06916,3/1/15,SUN,,,,,,,,,,PA-461066-NSTI-I,,,,,VA-058424-SUN,
Dominion Western Branch Solar,Dominion Western Branch Solar,59904,NON165334,,VA,Chesapeake City,PJM Interconnection,1.03776,8/1/16,SUN,,,,,,,,,,PA-461785-NSTI-I,,,,,VA-123988-SUN,
Dominion Whitehouse Solar,Dominion Whitehouse Solar,60319,NON166976,,VA,Louisa County,PJM Interconnection,26.752,12/1/16,SUN,,,,,,,,,,PA-461800-NSTI-I,,,,,VA-118201-SUN,
Dominion Woodland Solar,Dominion Woodland Solar,60318,NON166889,,VA,Isle of Wight County,PJM Interconnection,25.46304,10/1/16,SUN,,,,,,,,,,PA-461796-NSTI-I,,,,,VA-118200-SUN,
Dondanville-James-VA-PV-6.33KW Residence,Dondanville-James-VA-PV-6.33KW Residence,,NON47004,,VA,Powhatan County,PJM Interconnection,0.00633,9/1/10,SUN,,,,,,,,,,PA-46249-NSTI-I,DC-101759-SUN-I,,,,,
"Donnell, Ralph Residence",R Donnell,,NON108427,,VA,Albemarle County,PJM Interconnection,0.01092,5/1/15,SUN,,,,,,,,,,PA-461184-NSTI-I,,,,,,
Donnelly-Mike-VA-PV-9.156kW Residence,Donnelly-Mike-VA-PV-9.156kW Residence,,NON88722,,VA,Fairfax County,PJM Interconnection,0.00916,9/1/14,SUN,,,,,,,,,,PA-46836-NSTI-I,,,,,,
Dorries-Bruce-VA-PV-5.7kW Residence,Dorries-Bruce-VA-PV-5.7kW Residence,,NON68631,,VA,Augusta County,PJM Interconnection,0.00572,1/1/13,SUN,,,,,,,,,,PA-46692-NSTI-I,,,,,,
Dorsch-Steve-VA-PV-4.1KW Residence,Dorsch-Steve-VA-PV-4.1KW Residence,,NON47429,,VA,Loudoun County,PJM Interconnection,0.0041,2/1/09,SUN,,,,,,,,,,PA-46423-NSTI-I,DC-102043-SUN-I,,,,,
Dove-Linda-VA-PV-4.6kW Residence,Dove-Linda-VA-PV-4.6kW Residence,,NON67035,,VA,Rockingham County,PJM Interconnection,0.0046,10/1/12,SUN,,,,,,,,,,PA-46677-NSTI-I,,,,,,
"Dowdy, Roy Residence",R&S Dowdy,,NON47209,,VA,Henrico County,PJM Interconnection,0.0081,8/1/10,SUN,,,,,,,,,,PA-46227-NSTI-I,DC-102306-SUN-I,,,,VA-009836-SUN,
"Dowell, Zachary Residence",Z Dowell,,NON115139,,VA,Richmond City,PJM Interconnection,0.00728,11/1/14,SUN,,,,,,,,,,PA-500025-NSTI-I,,,,,,
Downer-Robert -VA-PV-5.67kW Residence,Downer-Robert -VA-PV-5.67kW Residence,,NON106678,,VA,Albemarle County,PJM Interconnection,0.00567,6/1/15,SUN,,,,,,,,,,PA-461072-NSTI-I,,,,,VA-062485-SUN,
Doyle II-Stephen-VA-PV-3.36kW Residence,Doyle II-Stephen-VA-PV-3.36kW Residence,,NON96670,,VA,Montgomery County,PJM Interconnection,0.00336,5/1/14,SUN,,,,,,,,,,PA-46943-NSTI-I,,,,,VA-053332-SUN,
Doyle-Adam-VA-PV-10.44kw Residence,Doyle-Adam-VA-PV-10.44kw Residence,,NON226504,,VA,Albemarle County,PJM Interconnection,0.01044,2/1/18,SUN,,,,,,,,,,PA-462160-NSTI-I,,,,,VA-175820-SUN,
DPL CHERRYDALE 1 SP,1,61375,MSET80269001,Yes,VA,Northampton County,PJM Interconnection,25.35085,9/1/17,SUN,,,,,,,,,,PA-462044-NSTI-I,,DE-95760-SUN-01-00-15,,,VA-155493-SUN,
DPL OAK HALL 1 SP,1,60127,MSET80979001,Yes,VA,Accomack County,PJM Interconnection,105.37856,10/1/16,SUN,,,,,,,,,,PA-461750-NSTI-I,,,,,VA-114446-SUN,
"Dranitzke, Alan Residence",A Dranitzke,,NON204989,,VA,Rappahannock County,PJM Interconnection,0.00594,11/1/15,SUN,,,,,,,,,,PA-462076-NSTI-I,,,,,VA-155526-SUN,
"Drescher, Greg Residence",G Drescher,,NON134551,,VA,Warren County,PJM Interconnection,0.00798,4/1/16,SUN,,,,,,,,,,PA-461514-NSTI-I,,,,,VA-091295-SUN,
Drew Residence,Drew Residence,,NON47434,,VA,Orange County,PJM Interconnection,0.0115,10/1/09,SUN,,,,,,,,,,PA-46385-NSTI-I,DC-102044-SUN-I,,,,,
Droms-Carl-VA-PV-3.465kW Residence,Droms-Carl-VA-PV-3.465kW Residence,,NON95176,,VA,Rockingham County,PJM Interconnection,0.00347,1/1/15,SUN,,,,,,,,,,PA-46944-NSTI-I,,,,,,
Drucker-Marilyn-VA-PV-2.85kw Residence,Drucker-Marilyn-VA-PV-2.85kw Residence,,NON201581,,VA,Fairfax County,PJM Interconnection,0.00285,7/1/16,SUN,,,,,,,,,,PA-462051-NSTI-I,,,,,,
"Drumheller, Daniel Residence",D Drumheller,,NON133830,,VA,Augusta County,PJM Interconnection,0.02387,5/1/16,SUN,,,,,,,,,,PA-461508-NSTI-I,,,,,VA-087253-SUN,
Drye-Jerry-VA-PV-7.848kw Residence,Drye-Jerry-VA-PV-7.848kw Residence,,NON126346,,VA,Fairfax County,PJM Interconnection,0.00785,8/1/15,SUN,,,,,,,,,,PA-461443-NSTI-I,,,,,VA-080423-SUN,
DuCard Vineyards,40 Gibson Hollow Ln,,NON146577,,VA,Madison County,PJM Interconnection,0.00676,8/1/16,SUN,,,,,,,,,,PA-461651-NSTI-I,,,,,,
Ducard Vineyards,Ducard Vineyards,,NON45120,,VA,Madison County,PJM Interconnection,0.0038,9/1/10,SUN,,,,,,,,,,PA-46178-NSTI-I,,,,,VA-008221-SUN,
Dudley-James-VA-PV-8.1kw Residence,Dudley-James-VA-PV-8.1kw Residence,,NON201584,,VA,Middlesex County,PJM Interconnection,0.0081,7/1/17,SUN,,,,,,,,,,PA-462043-NSTI-I,,,,,VA-152063-SUN,
Dudley-Nancy-VA-PV-13.4kW Residence,Dudley-Nancy-VA-PV-13.4kW Residence,,NON99718,,VA,Louisa County,PJM Interconnection,0.0132,1/1/15,SUN,,,,,,,,,,PA-461024-NSTI-I,,,,,VA-057895-SUN,
Duffield-Tim-VA-PV-2.97KW Residence,Duffield-Tim-VA-PV-2.97KW Residence,,NON47437,,VA,Amherst County,PJM Interconnection,0.00297,9/1/10,SUN,,,,,,,,,,PA-46399-NSTI-I,DC-102045-SUN-I,,,,,
"Dugan, Jim Residence",J Dugan,,NON187287,,VA,Albemarle County,PJM Interconnection,0.01425,6/1/17,SUN,,,,,,,,,,PA-461949-NSTI-I,,,,,VA-139533-SUN,
Dugger-Don-VA-PV-11.28KW Residence,Dugger-Don-VA-PV-11.28KW Residence,,NON65095,,VA,Brunswick County,PJM Interconnection,0.01128,3/1/11,SUN,,,,,,,,,,PA-46646-NSTI-I,,,,,VA-024570-SUN,
Dulay Residence,Dulay Residence,,NON34863,,VA,Chesapeake City,PJM Interconnection,0.003,8/1/07,SUN,,,,,,,,,,PA-46463-NSTI-I,DC-09057-SUN-I,,,,,
Dunay-Robert-VA-PV-4.305KW Residence,Dunay-Robert-VA-PV-4.305KW Residence,,NON47018,,VA,Montgomery County,PJM Interconnection,0.00431,4/1/10,SUN,,,,,,,,,,,DC-101760-SUN-I,,,,,
Dunbar -Thomas -VA-PV-2.76kw Residence,Dunbar -Thomas -VA-PV-2.76kw Residence,,NON121854,,VA,Arlington County,PJM Interconnection,0.00276,3/1/16,SUN,,,,,,,,,,PA-461401-NSTI-I,,,,,,
Dunbar Residence,Dunbar Residence,,NON44987,,VA,Fairfax County,PJM Interconnection,0.0099,9/1/08,SUN,,,,,,,,,,,DC-101589-SUN-I,,,,,
Dunbar Residence,L Dunbar,,NON45446,,VA,Fauquier County,PJM Interconnection,0.0252,8/1/10,SUN,,,,,,,,,,PA-46193-NSTI-I,DC-101655-SUN-I,,,,VA-008504-SUN,
"Dunbar,J Residence","Dunbar,J Residence",,NON46805,,VA,Fairfax County,PJM Interconnection,0.00814,11/1/10,SUN,,,,,,,,,,PA-46309-NSTI-I,DC-102360-SUN-I,,,,,
"Dungan, Dave Residence",D Dungan,,NON130111,,VA,Rockingham County,PJM Interconnection,0.01316,4/1/16,SUN,,,,,,,,,,PA-461475-NSTI-I,,,,,VA-084402-SUN,
Dunleavy Residence,Dunleavy Residence,,NON34860,,VA,Virginia Beach City,PJM Interconnection,0.002,5/1/06,SUN,,,,,,,,,,,DC-09054-SUN-I,,,,,
"Dunn, Mike Residence",M Dunn,,NON92335,,VA,Albemarle County,PJM Interconnection,0.005,7/1/14,SUN,,,,,,,,,,PA-46886-NSTI-I,,,,,,
Dunn-Tim-VA-PV-14.28kw Residence,Dunn-Tim-VA-PV-14.28kw Residence,,NON130884,,VA,Fauquier County,PJM Interconnection,0.01428,8/1/14,SUN,,,,,,,,,,PA-461496-NSTI-I,,,,,VA-091432-SUN,
"Dunne, Tim Residence",T Dunne,,NON108874,,VA,Nelson County,PJM Interconnection,0.00465,7/1/15,SUN,,,,,,,,,,PA-461114-NSTI-I,,,,,,
Dunnington-Bill-VA-ST-3.37KW Residence,Dunnington-Bill-VA-ST-3.37KW Residence,,NON44590,,VA,Charlotte County,PJM Interconnection,0.00337,5/1/10,STH,,,,,,,,,,,DC-101255-STH-I,,,,,
"Dutta,A Residence","Dutta,A Residence",,NON46586,,VA,Fairfax County,PJM Interconnection,0.01146,9/1/10,SUN,,,,,,,,,,PA-46269-NSTI-I,DC-101929-SUN-I,,,,VA-009379-SUN,
Duval-Derek -VA-PV-3.15kw Residence,Duval-Derek -VA-PV-3.15kw Residence,,NON119783,,VA,Albemarle County,PJM Interconnection,0.00315,7/1/15,SUN,,,,,,,,,,PA-461346-NSTI-I,,,,,,
Dwight Miller Residence,Dwight Miller Residence,,NON39591,,VA,Rockingham County,PJM Interconnection,0.00228,5/1/07,SUN,,,,,,,,,,,DC-09221-SUN-I,,,,,
Dwoyer-Douglas-VA-ST-3.321KW Residence,Dwoyer-Douglas-VA-ST-3.321KW Residence,,NON45886,,VA,Gloucester County,PJM Interconnection,0.00332,3/1/10,STH,,,,,,,,,,,DC-101536-STH-I,,,,,
Dyson-Cobb-Margaret-VA-PV-5.94kw Residence,Dyson-Cobb-Margaret-VA-PV-5.94kw Residence,,NON152732,,VA,Lexington City,PJM Interconnection,0.00594,3/1/16,SUN,,,,,,,,,,PA-461681-NSTI-I,,,,,,
Dyson-Cobb-Margaret-VA-PV-6.48kw Residence,Dyson-Cobb-Margaret-VA-PV-6.48kw Residence,,NON140628,,VA,Rockbridge County,PJM Interconnection,0.00648,4/1/16,SUN,,,,,,,,,,PA-461587-NSTI-I,,,,,,
E2C Solar,E2C Solar,,NON208244,,VA,Montgomery County,PJM Interconnection,1.3797,12/1/17,SUN,,,,,,,,,,,,,,,VA-158775-SUN,
"Eagan, Chris Residence",C Eagan,,NON85452,,VA,Montgomery County,PJM Interconnection,0.00486,6/1/14,SUN,,,,,,,,,,PA-46814-NSTI-I,,,,,VA-042637-SUN,
Earley-Walter-VA-PV-5.559kw Residence,Earley-Walter-VA-PV-5.559kw Residence,,NON202078,,VA,Arlington County,PJM Interconnection,0.00556,3/1/17,SUN,,,,,,,,,,PA-462053-NSTI-I,,,,,,
Eastham -Susannah -VA-PV-3.27kw Residence,Eastham -Susannah -VA-PV-3.27kw Residence,,NON137590,,VA,Arlington County,PJM Interconnection,0.00327,5/1/16,SUN,,,,,,,,,,PA-461535-NSTI-I,,,,,,
"Eastridge, Susann Residence",Unit # 1,,NON120811,,VA,Fauquier County,PJM Interconnection,0.012,4/1/15,SUN,,,,,,,,,,PA-461358-NSTI-I,,,,,,
"Ecker, Edith Residence",E Ecker,,NON52371,,VA,Pittsylvania County,PJM Interconnection,0.00441,5/1/11,SUN,,,,,,,,,,PA-46487-NSTI-I,,,,,,
Ecologica LLC,Unit # 1,,NON43318,,VA,Loudoun County,PJM Interconnection,0.007,4/1/10,SUN,,,,,,,,,,PA-46163-NSTI-I,DC-101000-SUN-I,,,,,
Ecological Energy Systems,Universal Companies Array,,NON67053,,VA,Washington County,PJM Interconnection,0.01418,2/1/12,SUN,,,,,,,,,,PA-46678-NSTI-I,,,,,VA-026037-SUN,
EDAC Systems,EDAC Systems,,NON57016,,VA,Spotsylvania County,PJM Interconnection,0.018,4/1/11,SUN,,,,,,,,,,PA-46506-NSTI-I,,,,,VA-017879-SUN,
"Edgar, Thomas Residence",T Edgar,,NON154396,,VA,Albemarle County,PJM Interconnection,0.00627,10/1/16,SUN,,,,,,,,,,PA-461694-NSTI-I,,,,,,
Edgerton Residence,Edgerton Residence,,NON38986,,VA,Albemarle County,PJM Interconnection,0.00756,6/1/09,SUN,,,,,,,,,,PA-46055-NSTI-I,DC-09158-SUN-I,,,,,
Edwards Residence,Edwards Residence,,NON38739,,VA,Spotsylvania County,PJM Interconnection,0.003,8/1/08,STH,,,,,,,,,,,DC-09109-STH-I,,,,,
"Edwards, JT Residence",JT Edwards,,NON52810,,VA,Mathews County,PJM Interconnection,0.00446,3/1/11,SUN,,,,,,,,,,PA-46378-NSTI-I,,,,,,
"Edwards, Marcus Residence",M. Edwards,,NON268341,,VA,Loudoun County,PJM Interconnection,0.0124,9/1/19,SUN,,,,,,,,,,PA-462182-NSTI-I,,,,,VA-219114-SUN,
Edwards-Paul-VA-2.52kw Residence,Edwards-Paul-VA-2.52kw Residence,,NON41768,,VA,Stafford County,PJM Interconnection,0.00504,12/1/09,SUN,,,,,,,,,,PA-46112-NSTI-I,DC-10781-SUN-I,,,,,
Edwards-Paul-VA-PV-8.4kw Residence,Edwards-Paul-VA-PV-8.4kw Residence,,NON160317,,VA,Fredericksburg City,PJM Interconnection,0.0084,4/1/16,SUN,,,,,,,,,,PA-461731-NSTI-I,,,,,,
Eggleston-Carol-VA-PV-5.13kw Residence,Eggleston-Carol-VA-PV-5.13kw Residence,,NON121856,,VA,Montgomery County,PJM Interconnection,0.00513,3/1/16,SUN,,,,,,,,,,PA-461399-NSTI-I,,,,,,
Eisen-Joel-VA-PV-4.4kW Residence,Eisen-Joel-VA-PV-4.4kW Residence,,NON88720,,VA,Alexandria County,PJM Interconnection,0.0044,7/1/14,SUN,,,,,,,,,,PA-46835-NSTI-I,,,,,VA-045676-SUN,
Eisner-William-VA-PV-8.97kw Residence,Eisner-William-VA-PV-8.97kw Residence,,NON176698,,VA,Arlington County,PJM Interconnection,0.00897,1/1/17,SUN,,,,,,,,,,PA-461874-NSTI-I,,,,,,
Elbor Residence 2,Elbor Residence 2,,NON35805,,VA,Newport News City,PJM Interconnection,0.004,1/1/09,STH,,,,,,,,,,,DC-09088-STH-I,,,,,
Eldridge Residence,Eldridge Residence,,NON40653,,VA,Fairfax County,PJM Interconnection,0.00542,10/1/09,SUN,,,,,,,,,,PA-46061-NSTI-I,DC-101222-SUN-I,,,,,
Elliot-Ernest-VA-PV-7.98kw Residence,Elliot-Ernest-VA-PV-7.98kw Residence,,NON181730,,VA,Fairfax County,PJM Interconnection,0.00798,3/1/17,SUN,,,,,,,,,,PA-461910-NSTI-I,,,,,,
"Elliott, Doris Residence",D Elliott,,NON222043,,VA,King George County,PJM Interconnection,0.00616,1/1/16,SUN,,,,,,,,,,PA-462126-NSTI-I,,,,,VA-171640-SUN,
"Elliott, Jean Residence",J Elliott,,NON111310,,VA,Montgomery County,PJM Interconnection,0.00513,9/1/15,SUN,,,,,,,,,,PA-461209-NSTI-I,,,,,VA-066491-SUN,
"Ellison, David Residence",Unit # 1,,NON163535,,VA,Arlington County,PJM Interconnection,0.00729,1/1/17,SUN,,,,,,,,,,PA-461775-NSTI-I,,,,,VA-114133-SUN,
Ellison-Mark-VA-PV-5.13kw Residence,Ellison-Mark-VA-PV-5.13kw Residence,,NON159840,,VA,Albemarle County,PJM Interconnection,0.00513,8/1/16,SUN,,,,,,,,,,PA-461754-NSTI-I,,,,,,
"Elwood, John Residence",J Elwood,,NON166720,,VA,Rockingham County,PJM Interconnection,0.00513,6/1/16,SUN,,,,,,,,,,PA-461792-NSTI-I,,,,,VA-121959-SUN,
Embrose -D. Gareth & Katherine G-VA-PV-9.12kw Residence,Embrose -D. Gareth & Katherine G-VA-PV-9.12kw Residence,,NON141731,,VA,Henrico County,PJM Interconnection,0.00912,4/1/16,SUN,,,,,,,,,,PA-461607-NSTI-I,,,,,,
Emery-Diane-VA-PV-4.48kw Residence,Emery-Diane-VA-PV-4.48kw Residence,,NON183911,,VA,Roanoke County,PJM Interconnection,0.00448,5/1/17,SUN,,,,,,,,,,PA-461934-NSTI-I,,,,,VA-140793-SUN,
EMLET1,EMLET1,,NON74567,,VA,Fairfax County,PJM Interconnection,0.00318,6/1/13,SUN,,,,,,,,,,PA-46724-NSTI-I,,,,,VA-032770-SUN,
EMU,EMU,,NON44963,,VA,Rockingham County,PJM Interconnection,0.1043,10/1/10,SUN,,,,,,,,,,PA-46209-NSTI-I,,,,,VA-008115-SUN,
EMU II,Royal Solar,,NON236787,,VA,Harrisonburg City,PJM Interconnection,0.0651,10/1/18,SUN,,,,,,,,,,,,,,,VA-185375-SUN,
"Enders, Ron Residence",R Enders,,NON134553,,VA,Nelson County,PJM Interconnection,0.01456,4/1/16,SUN,,,,,,,,,,PA-461516-NSTI-I,,,,,,
Enfield-Kyle -VA-PV-8.525kW Residence,Enfield-Kyle -VA-PV-8.525kW Residence,,NON120747,,VA,Albemarle County,PJM Interconnection,0.00853,7/1/15,SUN,,,,,,,,,,PA-461367-NSTI-I,,,,,,
Engel-Marilyn-VA-PV-3.5kW Residence,Engel-Marilyn-VA-PV-3.5kW Residence,,NON65096,,VA,Rockingham County,PJM Interconnection,0.0035,6/1/12,SUN,,,,,,,,,,PA-46644-NSTI-I,,,,,,
"Engen, Steve Residence",S Engen,,NON109455,,VA,Culpeper County,PJM Interconnection,0.01568,1/1/15,SUN,,,,,,,,,,PA-461193-NSTI-I,,,,,VA-065080-SUN,
"Englar, Tom and Katherine Residence",T and K Englar,,NON180644,,VA,Rappahannock County,PJM Interconnection,0.01134,8/1/16,SUN,,,,,,,,,,PA-461894-NSTI-I,,,,,VA-132887-SUN,
Engle-Tom-VA-PV-6.11kW Residence,Engle-Tom-VA-PV-6.11kW Residence,,NON68490,,VA,Augusta County,PJM Interconnection,0.00611,12/1/12,SUN,,,,,,,,,,PA-46691-NSTI-I,,,,,,
Engleman-Ronald-VA-PV-6.12kW Residence,Engleman-Ronald-VA-PV-6.12kW Residence,,NON73480,,VA,Augusta County,PJM Interconnection,0.01125,3/1/13,SUN,,,,,,,,,,PA-46719-NSTI-I,,,,,,
Epstein-Louise -VA-PV-8.64kW Residence,Epstein-Louise -VA-PV-8.64kW Residence,,NON95369,,VA,Fairfax County,PJM Interconnection,0.00864,8/1/14,SUN,,,,,,,,,,PA-46961-NSTI-I,,,,,VA-052372-SUN,
Erb-Ross-VA-PV-5.04kW Residence,Erb-Ross-VA-PV-5.04kW Residence,,NON99721,,VA,Rockingham County,PJM Interconnection,0.00504,3/1/15,SUN,,,,,,,,,,PA-461027-NSTI-I,,,,,,
Essex Solar Center,Essex Solar Center,61406,NON245024,,VA,Essex County,PJM Interconnection,26.66144,12/1/17,SUN,,,,,,,,,,PA-462125-NSTI-I,,,,,VA-192379-SUN,
Ethridge-William-VA-PV-4.725KW Residence,Ethridge-William-VA-PV-4.725KW Residence,,NON57538,,VA,King George County,PJM Interconnection,0.00473,7/1/10,SUN,,,,,,,,,,PA-46571-NSTI-I,,,,,,
"Etue, David and Christine Residence",D snd C Etue,,NON173263,,VA,Arlington County,PJM Interconnection,0.01008,1/1/17,SUN,,,,,,,,,,PA-461836-NSTI-I,,,,,,
"Evans, Patrick Residence",P Evans,,NON159688,,VA,Charlottesville City,PJM Interconnection,0.01083,12/1/16,SUN,,,,,,,,,,PA-461751-NSTI-I,,,,,,
Evans-Fred-VA-PV-1.41kW Residence,Evans-Fred-VA-PV-1.41kW Residence,,NON73483,,VA,Gloucester County,PJM Interconnection,0.00294,1/1/13,SUN,,,,,,,,,,PA-46718-NSTI-I,,,,,VA-031825-SUN,
Evans-Paul-VA-PV-5.25kW Residence,Evans-Paul-VA-PV-5.25kW Residence,,NON116924,,VA,Norfolk City,PJM Interconnection,0.00525,7/1/15,SUN,,,,,,,,,,PA-500049-NSTI-I,,,,,,
Evens-Bronwyn-VA-ST-1.02KW Residence,Evens-Bronwyn-VA-ST-1.02KW Residence,,NON45919,,VA,Poquoson City,PJM Interconnection,0.00263,5/1/10,STH,,,,,,,,,,,DC-101533-STH-I,,,,,
"Everett, John Residence",J Everett,,NON183648,,VA,Bedford County,PJM Interconnection,0.00816,6/1/16,SUN,,,,,,,,,,PA-461927-NSTI-I,,,,,,
Evergreen-Howard-VA-PV-6.72kw Residence,Evergreen-Howard-VA-PV-6.72kw Residence,,NON163302,,VA,Charlottesville City,PJM Interconnection,0.00672,11/1/16,SUN,,,,,,,,,,PA-461774-NSTI-I,,,,,,
Everline-Mark-VA-PV-8.1kW Residence,Everline-Mark-VA-PV-8.1kW Residence,,NON94465,,VA,Fairfax County,PJM Interconnection,0.0081,11/1/14,SUN,,,,,,,,,,PA-46925-NSTI-I,,,,,VA-050890-SUN,
Fadler-Chris-VA-PV-6.66KW Residence,Fadler-Chris-VA-PV-6.66KW Residence,,NON51690,,VA,Stafford County,PJM Interconnection,0.00666,12/1/10,SUN,,,,,,,,,,PA-46349-NSTI-I,,,,,,
Fairservice-John-VA-PV-11.1KW Residence,Fairservice-John-VA-PV-11.1KW Residence,,NON51189,,VA,Hanover County,PJM Interconnection,0.0111,11/1/10,SUN,,,,,,,,,,PA-46340-NSTI-I,,,,,VA-013104-SUN,
"Fame, Thomas Residence",T Fame,,NON60754,,VA,Roanoke County,PJM Interconnection,0.0056,7/1/11,SUN,,,,,,,,,,PA-46614-NSTI-I,,,,,,
Fant-David-VA-PV-11.76kW Residence,Fant-David-VA-PV-11.76kW Residence,,NON96921,,VA,Grayson County,PJM Interconnection,0.01176,1/1/15,SUN,,,,,,,,,,PA-46983-NSTI-I,,,,,VA-055202-SUN,
Faris and Kaitlyn Residence,F & K Nsour,,NON76544,,VA,Clarke County,PJM Interconnection,0.00624,5/1/13,SUN,,,,,,,,,,PA-46740-NSTI-I,,,,,VA-034580-SUN,
Farkas Residence 1,Farkas Residence 1,,NON38970,,VA,Poquoson City,PJM Interconnection,0.00301,1/1/09,SUN,,,,,,,,,,,DC-09142-SUN-I,,,,,
