Plant Name,Unit Name,ORISPL (Plant Code),GATS Unit ID,PJM Unit?,State,County,Balancing Authority,Nameplate,Date Online,Primary Fuel Type,Secondary,Tertiary,Quaternary,Fifth,Sixth,Seventh,Eighth,New Jersey,Maryland,Pennsylvania,District of Columbia,Delaware,Illinois,Ohio,Virginia,EFEC Eligible
Joyce-Qi Qi-VA-PV-8.28kw Residence,Joyce-Qi Qi-VA-PV-8.28kw Residence,,NON175157,,VA,Arlington County,PJM Interconnection,0.00828,2/1/17,SUN,,,,,,,,,,PA-461860-NSTI-I,,,,,,
"JSC Properties, LLC","JSC Properties, LLC",,NON70681,,VA,Richmond County,PJM Interconnection,0.00423,6/1/10,SUN,,,,,,,,,,PA-46699-NSTI-I,,,,,VA-029246-SUN,
Judy Lotz Residence,Judy Lotz Residence,,NON38805,,VA,Fairfax County,PJM Interconnection,0.003,3/1/09,STH,,,,,,,,,,,DC-09133-STH-I,,,,,
Justis-Gordon-VA-2.887 kw Residence,Justis-Gordon-VA-2.887 kw Residence,,NON42485,,VA,James City County,PJM Interconnection,0.00289,2/1/10,STH,,,,,,,,,,,DC-10932-STH-I,,,,,
Kagan-Shirley-VA-PV-9.15kw Residence,Kagan-Shirley-VA-PV-9.15kw Residence,,NON183910,,VA,Prince Edward County,PJM Interconnection,0.00732,3/1/17,SUN,,,,,,,,,,PA-461933-NSTI-I,,,,,VA-140794-SUN,
Kagarise-Jonathan-VA-PV-5.985kw Residence,Kagarise-Jonathan-VA-PV-5.985kw Residence,,NON201779,,VA,Albemarle County,PJM Interconnection,0.00599,6/1/17,SUN,,,,,,,,,,PA-462048-NSTI-I,,,,,VA-152144-SUN,
"Kahrl, Andrew and Sevier, Aileen Residence",A Kahrl & A Sevier,,NON50150,,VA,Charlotte County,PJM Interconnection,0.00564,2/1/11,SUN,,,,,,,,,,PA-46322-NSTI-I,,,,,,
"Kang, Joong Shik and Kim, Da Eun Residence",J S Kang & D E Kim,,NON110375,,VA,Fairfax County,PJM Interconnection,0.0022,10/1/14,SUN,,,,,,,,,,PA-461042-NSTI-I,,,,,VA-140799-SUN,
"Kanour, Marion Residence",M Kanour,,NON108071,,VA,Nelson County,PJM Interconnection,0.0055,7/1/15,SUN,,,,,,,,,,PA-461124-NSTI-I,,,,,,
Kant-Zoe-VA-PV-6.3KW Residence,Kant-Zoe-VA-PV-6.3KW Residence,,NON53198,,VA,Arlington County,PJM Interconnection,0.0063,7/1/10,SUN,,,,,,,,,,PA-46446-NSTI-I,DC-101633-SUN-I,,,,,
Kanz-Suzanne-VA-ST-2.887KW Residence,Kanz-Suzanne-VA-ST-2.887KW Residence,,NON43516,,VA,Virginia Beach City,PJM Interconnection,0.00289,4/1/10,STH,,,,,,,,,,,DC-101153-STH-I,,,,,
"Kappler, Burke Residence",Unit # 1,,NON177166,,VA,Arlington County,PJM Interconnection,0.00512,2/1/17,SUN,,,,,,,,,,PA-461880-NSTI-I,,,,,VA-128576-SUN,
Karls-Chris-VA-PV-12.88kw Residence,Karls-Chris-VA-PV-12.88kw Residence,,NON165996,,VA,Albemarle County,PJM Interconnection,0.01288,11/1/16,SUN,,,,,,,,,,PA-461790-NSTI-I,,,,,VA-118335-SUN,
Karthikeyan-Ganapathy-VA-PV-3.24kw Residence,Karthikeyan-Ganapathy-VA-PV-3.24kw Residence,,NON139807,,VA,Henrico County,PJM Interconnection,0.00324,6/1/16,SUN,,,,,,,,,,PA-461566-NSTI-I,,,,,,
Kauffman-Carl-VA-PV-3.15kW Residence,Kauffman-Carl-VA-PV-3.15kW Residence,,NON103972,,VA,Rockingham County,PJM Interconnection,0.00315,6/1/15,SUN,,,,,,,,,,PA-461076-NSTI-I,,,,,,
Keating -Jim -VA-PV-4.9kW Residence,Keating -Jim -VA-PV-4.9kW Residence,,NON159829,,VA,Fairfax County,PJM Interconnection,0.00491,12/1/14,SUN,,,,,,,,,,PA-461738-NSTI-I,,,,,,
"Keck, James Residence",J Keck,,NON93184,,VA,Henrico County,PJM Interconnection,0.00825,8/1/14,SUN,,,,,,,,,,PA-46890-NSTI-I,,,,,,
Keegan-Edward-VA-PV-5.52kw Residence,Keegan-Edward-VA-PV-5.52kw Residence,,NON220006,,VA,Arlington County,PJM Interconnection,0.00552,10/1/16,SUN,,,,,,,,,,PA-462117-NSTI-I,,,,,,
Keeling-James -VA-PV-3.995kW Residence,Keeling-James -VA-PV-3.995kW Residence,,NON170016,,VA,Roanoke County,PJM Interconnection,0.004,2/1/15,SUN,,,,,,,,,,PA-461823-NSTI-I,,,,,,
"Keene, Joyce Residence",J Keene,,NON121181,,VA,Stafford County,PJM Interconnection,0.00672,12/1/15,SUN,,,,,,,,,,PA-461333-NSTI-I,,,,,,
"Keener, Marcia Residence",M Keener,,NON123465,,VA,Frederick County,PJM Interconnection,0.00364,12/1/15,SUN,,,,,,,,,,PA-461374-NSTI-I,,,,,,
Keffert-Richard-VA-PV-2.52kW Residence,Keffert-Richard-VA-PV-2.52kW Residence,,NON103641,,VA,Nelson County,PJM Interconnection,0.00252,4/1/15,SUN,,,,,,,,,,PA-461086-NSTI-I,,,,,,
Kehl-Sergio-VA-PV-7.875kw Residence,Kehl-Sergio-VA-PV-7.875kw Residence,,NON194528,,VA,Fairfax County,PJM Interconnection,0.00788,5/1/17,SUN,,,,,,,,,,PA-461983-NSTI-I,,,,,,
Keller Donohue Residence,R Keller Donohue,,NON72376,,VA,Arlington County,PJM Interconnection,0.00792,12/1/12,SUN,,,,,,,,,,PA-46712-NSTI-I,,,,,VA-030829-SUN,
"Keller, William Residence",W Keller,,NON108068,,VA,Albemarle County,PJM Interconnection,0.0084,6/1/15,SUN,,,,,,,,,,PA-461134-NSTI-I,,,,,,
Keller-Laurie-VA-2.887kw Residence,Keller-Laurie-VA-2.887kw Residence,,NON41785,,VA,Chesterfield County,PJM Interconnection,0.00289,2/1/10,STH,,,,,,,,,,,DC-10797-STH-I,,,,,
Keller-Laurie-VA-PV-6.075KW Residence,Keller-Laurie-VA-PV-6.075KW Residence,,NON44549,,VA,Chesterfield County,PJM Interconnection,0.00608,3/1/10,SUN,,,,,,,,,,PA-46162-NSTI-I,DC-101276-SUN-I,,,,,
Keller-Mark-VA-PV-3.15kW Residence,Keller-Mark-VA-PV-3.15kW Residence,,NON106661,,VA,Rockingham County,PJM Interconnection,0.00315,3/1/15,SUN,,,,,,,,,,PA-461074-NSTI-I,,,,,VA-062473-SUN,
Kelly-Mary-VA-PV-6.21kW Residence,Kelly-Mary-VA-PV-6.21kW Residence,,NON78103,,VA,Albemarle County,PJM Interconnection,0.00621,10/1/13,SUN,,,,,,,,,,PA-46758-NSTI-I,,,,,,
Kelsch-Joan-VA-PV-3.68kW-Residence,Kelsch-Joan-VA-PV-3.68kW-Residence,,NON41283,,VA,Arlington County,PJM Interconnection,0.00368,1/1/10,SUN,,,,,,,,,,PA-46138-NSTI-I,DC-10691-SUN-I,,,,,
Kenimer-James -VA-PV-4.275KW Residence,Kenimer-James -VA-PV-4.275KW Residence,,NON50523,,VA,Alexandria County,PJM Interconnection,0.00428,9/1/10,SUN,,,,,,,,,,PA-46330-NSTI-I,,,,,VA-012554-SUN,
Kennedy-Cecilia-VA-PV-5.232kw Residence,Kennedy-Cecilia-VA-PV-5.232kw Residence,,NON130746,,VA,Arlington County,PJM Interconnection,0.00523,4/1/16,SUN,,,,,,,,,,PA-461487-NSTI-I,,,,,,
Kennels at Winterpock,Kennels at Winterpock,,NON70604,,VA,Chesterfield County,PJM Interconnection,0.00792,10/1/12,SUN,,,,,,,,,,PA-46700-NSTI-I,,,,,VA-029175-SUN,
Kenney-Steve-VA-PV-21kW Residence,Kenney-Steve-VA-PV-21kW Residence,,NON142607,,VA,Loudoun County,PJM Interconnection,0.021,10/1/13,SUN,,,,,,,,,,PA-461614-NSTI-I,,,,,VA-095669-SUN,
Kennington-Richard-VA-PV-2.7kW Residence,Kennington-Richard-VA-PV-2.7kW Residence,,NON97344,,VA,Fairfax County,PJM Interconnection,0.0027,10/1/14,SUN,,,,,,,,,,PA-46991-NSTI-I,,,,,VA-053785-SUN,
Keverline-Michael-VA-PV-5.4kW-Residence,Keverline-Michael-VA-PV-5.4kW-Residence,,NON41281,,VA,Chesapeake City,PJM Interconnection,0.0054,10/1/09,SUN,,,,,,,,,,PA-46132-NSTI-I,DC-10690-SUN-I,,,,,
Khimaira Farm,Khimaira Farm-MDW 39.6kW Ag Rf,,NON201589,,VA,Page County,PJM Interconnection,0.0396,10/1/17,SUN,,,,,,,,,,PA-462046-NSTI-I,,,,,VA-152078-SUN,
Khine-Moe-VA-PV-4.875kW Residence,Khine-Moe-VA-PV-4.875kW Residence,,NON88904,,VA,Fairfax County,PJM Interconnection,0.00488,7/1/14,SUN,,,,,,,,,,PA-46848-NSTI-I,,,,,VA-045833-SUN,
Khosla-Rick-VA-PV-6.3KW Residence,Khosla-Rick-VA-PV-6.3KW Residence,,NON47427,,VA,Loudoun County,PJM Interconnection,0.0063,4/1/10,SUN,,,,,,,,,,PA-46363-NSTI-I,DC-102042-SUN-I,,,,,
"Kiessling, Volker Residence",V Kiessling,,NON110999,,VA,Albemarle County,PJM Interconnection,0.00392,5/1/15,SUN,,,,,,,,,,PA-461095-NSTI-I,,,,,,
Killough Residence,Killough Residence,,NON39316,,VA,Chesapeake City,PJM Interconnection,0.003,7/1/09,STH,,,,,,,,,,,DC-09184-STH-I,,,,,
"Kilpatrick, Sharon Residence",S Kilpatrick,,NON173205,,VA,Rappahannock County,PJM Interconnection,0.00648,8/1/16,SUN,,,,,,,,,,PA-461831-NSTI-I,,,,,VA-127712-SUN,
"Kim, Yangsoo Residence",Y Kim,,NON108918,,VA,Montgomery County,PJM Interconnection,0.0077,6/1/15,SUN,,,,,,,,,,PA-461116-NSTI-I,,,,,VA-065440-SUN,
Kim-David-VA-PV-13.1kW Residence,Kim-David-VA-PV-13.1kW Residence,,NON89686,,VA,Fairfax County,PJM Interconnection,0.01308,8/1/14,SUN,,,,,,,,,,PA-46856-NSTI-I,,,,,VA-046523-SUN,
Kim-Mi-VA-PV-6.75KW Residence,Kim-Mi-VA-PV-6.75KW Residence,,NON51685,,VA,Fairfax County,PJM Interconnection,0.00675,11/1/10,SUN,,,,,,,,,,PA-46348-NSTI-I,,,,,,
Kincheloe-Sharon and Alan-VA-PV-3.92kw Residence,Kincheloe-Sharon and Alan-VA-PV-3.92kw Residence,,NON130733,,VA,Augusta County,PJM Interconnection,0.00392,1/1/16,SUN,,,,,,,,,,PA-461494-NSTI-I,,,,,,
Kincheloe-Sharon and Alan-VA-PV-8.96kw Residence,Kincheloe-Sharon and Alan-VA-PV-8.96kw Residence,,NON170214,,VA,Augusta County,PJM Interconnection,0.00896,1/1/16,SUN,,,,,,,,,,PA-461827-NSTI-I,,,,,,
King Residence,Unit # 1,,NON42781,,VA,Prince William County,PJM Interconnection,0.0042,3/1/10,SUN,,,,,,,,,,PA-46204-NSTI-I,DC-10849-SUN-I,,,,,
King Residence,R. King,,NON44067,,VA,Albemarle County,PJM Interconnection,0.00892,1/1/09,SUN,,,,,,,,,,PA-46180-NSTI-I,DC-101363-SUN-I,,,,,
King-Kevin-VA-PV-8.45kw Residence,King-Kevin-VA-PV-8.45kw Residence,,NON124317,,VA,Albemarle County,PJM Interconnection,0.00845,10/1/15,SUN,,,,,,,,,,PA-461431-NSTI-I,,,,,,
Kingma-Doug-VA-PV-9.9kW Residence,Kingma-Doug-VA-PV-9.9kW Residence,,NON89688,,VA,Albemarle County,PJM Interconnection,0.0099,9/1/14,SUN,,,,,,,,,,PA-46857-NSTI-I,,,,,,
KINKER-DALE -VA-PV-5.76kW Residence,KINKER-DALE -VA-PV-5.76kW Residence,,NON67828,,VA,Mathews County,PJM Interconnection,0.00876,11/1/12,SUN,,,,,,,,,,PA-46689-NSTI-I,,,,,,
"Kipp, Dale Residence",D Kipp,,NON156435,,VA,Montgomery County,PJM Interconnection,0.01332,9/1/16,SUN,,,,,,,,,,PA-461707-NSTI-I,,,,,VA-109125-SUN,
"Kirk, Jana Residence",J Kirk,,NON54292,,VA,Loudoun County,PJM Interconnection,0.00552,4/1/11,SUN,,,,,,,,,,PA-46458-NSTI-I,,,,,,
Kirkpatrick-Anthony-VA-ST-3kW-Residence,Kirkpatrick-Anthony-VA-ST-3kW-Residence,,NON41298,,VA,Virginia Beach City,PJM Interconnection,0.003,12/1/09,STH,,,,,,,,,,,DC-10692-STH-I,,,,,
"Kiser, David Residence",D Kiser,,NON179283,,VA,Loudoun County,PJM Interconnection,0.00855,2/1/17,SUN,,,,,,,,,,PA-461878-NSTI-I,,,,,VA-132958-SUN,
Kishbaugh-Aaron-VA-PV-8.19kW Residence,Kishbaugh-Aaron-VA-PV-8.19kW Residence,,NON139500,,VA,Rockingham County,PJM Interconnection,0.00819,5/1/15,SUN,,,,,,,,,,PA-461560-NSTI-I,,,,,,
Kivett-Russell-VA-PV-12.32kw Residence,Kivett-Russell-VA-PV-12.32kw Residence,,NON130885,,VA,Augusta County,PJM Interconnection,0.01232,2/1/16,SUN,,,,,,,,,,PA-461493-NSTI-I,,,,,VA-084330-SUN,
"Klaif, Martin Residence",M Klaif,,NON161842,,VA,Nelson County,PJM Interconnection,0.00483,9/1/16,SUN,,,,,,,,,,PA-461765-NSTI-I,,,,,,
Klein-Robert-VA-PV-12.18kw Residence,Klein-Robert-VA-PV-12.18kw Residence,,NON221437,,VA,Albemarle County,PJM Interconnection,0.01218,10/1/17,SUN,,,,,,,,,,PA-462147-NSTI-I,,,,,VA-171035-SUN,
Kleinholz-Adam-VA-PV-2.2kW Residence,Kleinholz-Adam-VA-PV-2.2kW Residence,,NON82052,,VA,Virginia Beach City,PJM Interconnection,0.0067,9/1/12,SUN,,,,,,,,,,PA-46790-NSTI-I,,,,,,
Klingelhofer-Phil-VA-PV-8.28kw Residence,Klingelhofer-Phil-VA-PV-8.28kw Residence,,NON153158,,VA,Alexandria County,PJM Interconnection,0.00828,8/1/16,SUN,,,,,,,,,,PA-461687-NSTI-I,,,,,,
Kluth-Kent-VA-PV-7.04kW Residence,Kluth-Kent-VA-PV-7.04kW Residence,,NON64089,,VA,Carroll County,PJM Interconnection,0.00704,5/1/12,SUN,,,,,,,,,,PA-46635-NSTI-I,,,,,,
Knihtila-Adam-VA-PV-6.86kW Residence,Knihtila-Adam-VA-PV-6.86kW Residence,,NON84779,,VA,Caroline County,PJM Interconnection,0.00686,6/1/14,SUN,,,,,,,,,,PA-46810-NSTI-I,,,,,,
Knoke-Jim-VA-PV-3.15KW Residence,Knoke-Jim-VA-PV-3.15KW Residence,,NON51663,,VA,Fairfax County,PJM Interconnection,0.00315,11/1/10,SUN,,,,,,,,,,PA-46352-NSTI-I,,,,,,
"Ko, Andy Residence",A Ko,,NON130106,,VA,Montgomery County,PJM Interconnection,0.00342,4/1/16,SUN,,,,,,,,,,PA-461480-NSTI-I,,,,,VA-084097-SUN,
"Koehler, Julia Residence",J Koehler,,NON136751,,VA,Pulaski County,PJM Interconnection,0.0055,4/1/16,SUN,,,,,,,,,,PA-461529-NSTI-I,,,,,,
"Koenig, Simon Residence",S Koenig,,NON289047,,VA,Loudoun County,PJM Interconnection,0.00775,6/1/19,SUN,,,,,,,,,,PA-462192-NSTI-I,,,,,VA-230740-SUN,
Koepke Residence,Unit # 1,,NON45031,,VA,Fauquier County,PJM Interconnection,0.0105,7/1/10,SUN,,,,,,,,,,,DC-101424-SUN-I,,,,VA-008156-SUN,
"Kohen, Andy Residence",A Kohen,,NON181473,,VA,Rockingham County,PJM Interconnection,0.00837,7/1/16,SUN,,,,,,,,,,PA-461879-NSTI-I,,,,,VA-132957-SUN,
Kohn-Peter-VA-PV-7.56kW Residence,Kohn-Peter-VA-PV-7.56kW Residence,,NON104021,,VA,Rockingham County,PJM Interconnection,0.00756,6/1/15,SUN,,,,,,,,,,PA-461084-NSTI-I,,,,,,
Kohrs-Russell-VA-PV-6.24kw Residence,Kohrs-Russell-VA-PV-6.24kw Residence,,NON175161,,VA,Shenandoah County,PJM Interconnection,0.00624,7/1/15,SUN,,,,,,,,,,PA-461863-NSTI-I,,,,,,
"Kolivras, Korine Residence",K Kolivras,,NON90768,,VA,Montgomery County,PJM Interconnection,0.00358,10/1/14,SUN,,,,,,,,,,PA-46872-NSTI-I,,,,,VA-047425-SUN,
Koontz-John-VA-4.7 kw Residence,Koontz-John-VA-4.7 kw Residence,,NON42505,,VA,Loudoun County,PJM Interconnection,0.0047,4/1/10,SUN,,,,,,,,,,PA-46369-NSTI-I,DC-10934-SUN-I,,,,,
Korbon Residence PV,Korbon Residence PV,,NON40157,,VA,Charlotte County,PJM Interconnection,0.01169,6/1/09,SUN,,,,,,,,,,,DC-09274-SUN-I,,,,VA-004546-SUN,
Korbon Residence ST,Korbon Residence ST,,NON40191,,VA,Charlotte County,PJM Interconnection,0.003,6/1/09,STH,,,,,,,,,,,DC-09275-STH-I,,,,,
Korte-Larry-VA-PV-4.7KW Residence,Korte-Larry-VA-PV-4.7KW Residence,,NON52993,,VA,Augusta County,PJM Interconnection,0.0047,4/1/11,SUN,,,,,,,,,,PA-46427-NSTI-I,,,,,,
Korzeniewski-Greg-VA-PV-6.0kw Residence,Korzeniewski-Greg-VA-PV-6.0kw Residence,,NON127356,,VA,Fairfax County,PJM Interconnection,0.006,9/1/15,SUN,,,,,,,,,,PA-461417-NSTI-I,,,,,VA-083141-SUN,
"Kosco, John Residence",J Kosco,,NON200437,,VA,Fairfax County,PJM Interconnection,0.00561,8/1/17,SUN,,,,,,,,,,PA-462005-NSTI-I,,,,,VA-151087-SUN,
"Koslen, Marc Residence",M Koslen,,NON129774,,VA,Bath County,PJM Interconnection,0.00969,10/1/15,SUN,,,,,,,,,,PA-461284-NSTI-I,,,,,VA-083294-SUN,
"Kraybill, Meribeth Residence",M Kraybill,,NON173270,,VA,Rockingham County,PJM Interconnection,0.00624,12/1/15,SUN,,,,,,,,,,PA-461849-NSTI-I,,,,,,
Krieger-Steven-VA-PV-5.232kw Residence,Krieger-Steven-VA-PV-5.232kw Residence,,NON146883,,VA,Arlington County,PJM Interconnection,0.00523,8/1/16,SUN,,,,,,,,,,PA-461657-NSTI-I,,,,,,
Kristie Parkinson Residence,Kristie Parkinson Residence,,NON38808,,VA,Fauquier County,PJM Interconnection,0.003,5/1/07,STH,,,,,,,,,,,DC-09136-STH-I,,,,,
Krop Residence,Krop Residence,,NON39585,,VA,Lancaster County,PJM Interconnection,0.00473,8/1/08,SUN,,,,,,,,,,,DC-09227-SUN-I,,,,,
Krop-Tom-VA-PV-2.76kW Residence,Krop-Tom-VA-PV-2.76kW Residence,,NON65659,,VA,Nelson County,PJM Interconnection,0.00618,8/1/12,SUN,,,,,,,,,,PA-46657-NSTI-I,,,,,VA-024960-SUN,
"Krovetz, Dave Residence",D Krovetz,,NON134561,,VA,Charlottesville City,PJM Interconnection,0.00314,12/1/15,SUN,,,,,,,,,,PA-461300-NSTI-I,,,,,,
Krum-Al-VA-PV-7.84kW Residence,Krum-Al-VA-PV-7.84kW Residence,,NON96673,,VA,Spotsylvania County,PJM Interconnection,0.00784,2/1/15,SUN,,,,,,,,,,PA-46973-NSTI-I,,,,,,
Kubin-Brian-VA-PV-9.975kw Residence,Kubin-Brian-VA-PV-9.975kw Residence,,NON220014,,VA,Chesterfield County,PJM Interconnection,0.00998,5/1/17,SUN,,,,,,,,,,PA-462139-NSTI-I,,,,,VA-169631-SUN,
"Kujala, Greg Residence",G Kujala,,NON104165,,VA,Frederick County,PJM Interconnection,0.00504,5/1/15,SUN,,,,,,,,,,PA-461051-NSTI-I,,,,,,
Kupke-Karen-VA-3.72 kw Residence,Kupke-Karen-VA-3.72 kw Residence,,NON42436,,VA,Albemarle County,PJM Interconnection,0.00372,12/1/09,SUN,,,,,,,,,,PA-46140-NSTI-I,DC-10935-SUN-I,,,,,
"Kurshan, Richard Residence",R Kurshan,,NON95913,,VA,Roanoke County,PJM Interconnection,0.003,4/1/14,SUN,,,,,,,,,,PA-46967-NSTI-I,,,,,VA-052155-SUN,
"Lacey, Beverly Residence",B Lacey,,NON108921,,VA,Nelson County,PJM Interconnection,0.00793,7/1/15,SUN,,,,,,,,,,PA-461118-NSTI-I,,,,,,
Lake -Rebecca -VA-PV-1.96kW Residence,Lake -Rebecca -VA-PV-1.96kW Residence,,NON95172,,VA,Arlington County,PJM Interconnection,0.00196,8/1/14,SUN,,,,,,,,,,PA-46924-NSTI-I,,,,,VA-052747-SUN,
Lamb-Steven-VA-PV-7.2KW Residence,Lamb-Steven-VA-PV-7.2KW Residence,,NON47337,,VA,Fauquier County,PJM Interconnection,0.0072,10/1/08,SUN,,,,,,,,,,PA-46402-NSTI-I,DC-101994-SUN-I,,,,,
"Lambert, Arlean Residence",A Lambert,,NON84557,,VA,Montgomery County,PJM Interconnection,0.00806,12/1/11,SUN,,,,,,,,,,PA-46806-NSTI-I,,,,,VA-041851-SUN,
Lamberts Point Array,A Gontarz,,NON95300,,VA,Norfolk City,PJM Interconnection,0.00588,7/1/14,SUN,,,,,,,,,,PA-46922-NSTI-I,,,,,VA-051521-SUN,
"Lamoureux,J Residence","Lamoureux,J Residence",,NON46074,,VA,Stafford County,PJM Interconnection,0.007,6/1/10,SUN,,,,,,,,,,PA-46219-NSTI-I,DC-101956-SUN-I,,,,VA-008983-SUN,
Lamoureux-Lou-VA-PV-5.875kW Residence,Lamoureux-Lou-VA-PV-5.875kW Residence,,NON62009,,VA,Fairfax County,PJM Interconnection,0.00588,12/1/11,SUN,,,,,,,,,,PA-46621-NSTI-I,,,,,,
"Langlinais, Brandon Residence",B Langlinais,,NON93191,,VA,Montgomery County,PJM Interconnection,0.0099,12/1/14,SUN,,,,,,,,,,PA-46892-NSTI-I,,,,,VA-049526-SUN,
"Langrehr, Don Residence",D Langrehr,,NON90766,,VA,Montgomery County,PJM Interconnection,0.00459,10/1/13,SUN,,,,,,,,,,PA-46870-NSTI-I,,,,,VA-047426-SUN,
Lankford-Bill-VA-PV-2.4kW Residence,Lankford-Bill-VA-PV-2.4kW Residence,,NON75815,,VA,Albemarle County,PJM Interconnection,0.00365,11/1/12,SUN,,,,,,,,,,PA-46735-NSTI-I,,,,,,
"Laprade, James Residence",J Laprade,,NON169876,,VA,Bedford County,PJM Interconnection,0.01311,11/1/16,SUN,,,,,,,,,,PA-461799-NSTI-I,,,,,VA-122844-SUN,
"Lapuma, Peter Residence",P Lapuma,,NON121166,,VA,Nelson County,PJM Interconnection,0.005,10/1/15,SUN,,,,,,,,,,PA-461347-NSTI-I,,,,,VA-087924-SUN,
Larsen-Elise -VA-PV-4.3kW Residence,Larsen-Elise -VA-PV-4.3kW Residence,,NON127175,,VA,Fairfax County,PJM Interconnection,0.00425,6/1/15,SUN,,,,,,,,,,PA-461460-NSTI-I,,,,,,
Laser Marx,Laser Marx,,NON76548,,VA,Amherst County,PJM Interconnection,0.0616,3/1/13,SUN,,,,,,,,,,PA-46739-NSTI-I,,,,,VA-034583-SUN,
Latane-David-VA-PV-2.9kw Residence,Latane-David-VA-PV-2.9kw Residence,,NON222855,,VA,Richmond City,PJM Interconnection,0.0029,3/1/18,SUN,,,,,,,,,,PA-462155-NSTI-I,,,,,VA-172193-SUN,
"Latham, Cecelia Residence",C Latham,,NON158675,,VA,Shenandoah County,PJM Interconnection,0.00486,11/1/16,SUN,,,,,,,,,,PA-461733-NSTI-I,,,,,VA-110505-SUN,
Laub-Martha-VA-PV-8.8kW Residence,Laub-Martha-VA-PV-8.8kW Residence,,NON154320,,VA,Augusta County,PJM Interconnection,0.0088,6/1/15,SUN,,,,,,,,,,PA-461650-NSTI-I,,,,,VA-107983-SUN,
Laurence Rouse,Laurence Rouse,,NON178659,,VA,Augusta County,PJM Interconnection,0.1054,12/1/16,SUN,,,,,,,,,,PA-461890-NSTI-I,,,,,VA-129315-SUN,
"Lavenue,L Residence","Lavenue,L Residence",,NON46780,,VA,Fairfax County,PJM Interconnection,0.01678,12/1/09,SUN,,,,,,,,,,PA-46270-NSTI-I,DC-101928-SUN-I,,,,VA-009540-SUN,
"Lawrence, Carol Residence",C Lawrence,,NON117564,,VA,Page County,PJM Interconnection,0.00741,11/1/15,SUN,,,,,,,,,,PA-461307-NSTI-I,,,,,,
Lawrence-Rebecca-VA-PV-4.83kw Residence,Lawrence-Rebecca-VA-PV-4.83kw Residence,,NON129379,,VA,Arlington County,PJM Interconnection,0.00483,1/1/16,SUN,,,,,,,,,,PA-461476-NSTI-I,,,,,,
Lawrie-Willis-VA-PV-6.71kW Residence,Lawrie-Willis-VA-PV-6.71kW Residence,,NON100793,,VA,Bedford County,PJM Interconnection,0.00671,4/1/15,SUN,,,,,,,,,,PA-461036-NSTI-I,,,,,,
Lawton-Bruce-VA-PV-6.9KW Residence,Lawton-Bruce-VA-PV-6.9KW Residence,,NON55419,,VA,Loudoun County,PJM Interconnection,0.00964,5/1/10,SUN,,,,,,,,,,PA-46523-NSTI-I,,,,,,
Lawver-Emily-VA-PV-11.97kw Residence,Lawver-Emily-VA-PV-11.97kw Residence,,NON220026,,VA,Loudoun County,PJM Interconnection,0.01197,12/1/17,SUN,,,,,,,,,,PA-462104-NSTI-I,,,,,VA-174670-SUN,
Lay Residence STH,K Lay,,NON47298,,VA,Caroline County,PJM Interconnection,0.00257,8/1/10,STH,,,,,,,,,,,DC-102232-STH-I,,,,,
Lay-Kevin-VA-PV-3.68KW Residence,Lay-Kevin-VA-PV-3.68KW Residence,,NON47011,,VA,Spotsylvania County,PJM Interconnection,0.00368,7/1/10,SUN,,,,,,,,,,PA-46254-NSTI-I,DC-101723-SUN-I,,,,,
"Layman, Wayne Residence",W Layman,,NON185334,,VA,Franklin County,PJM Interconnection,0.01242,11/1/16,SUN,,,,,,,,,,PA-461919-NSTI-I,,,,,VA-135524-SUN,
Layman-Travis-VA-ST-2.823KW Residence,Layman-Travis-VA-ST-2.823KW Residence,,NON44600,,VA,Rockingham County,PJM Interconnection,0.00282,12/1/09,STH,,,,,,,,,,,DC-101280-STH-I,,,,,
"Lazar, Tibor Residence",T Lazar,,NON164983,,VA,Fairfax County,PJM Interconnection,0.0056,11/1/16,SUN,,,,,,,,,,PA-461778-NSTI-I,,,,,,
Lazaro-Robert-VA-PV-4.578kW Residence,Lazaro-Robert-VA-PV-4.578kW Residence,,NON95585,,VA,Loudoun County,PJM Interconnection,0.00458,1/1/15,SUN,,,,,,,,,,PA-46969-NSTI-I,,,,,VA-052762-SUN,
Le-Carrie-VA-PV-8.4kw Residence,Le-Carrie-VA-PV-8.4kw Residence,,NON142426,,VA,Fairfax County,PJM Interconnection,0.0084,7/1/16,SUN,,,,,,,,,,PA-461613-NSTI-I,,,,,,
"Leach, Mark Residence",M Leach,,NON108924,,VA,Montgomery County,PJM Interconnection,0.00336,8/1/15,SUN,,,,,,,,,,PA-461163-NSTI-I,,,,,VA-064294-SUN,
Leap-Debra-VA-PV-6.93kW Residence,Leap-Debra-VA-PV-6.93kW Residence,,NON108601,,VA,Rockingham County,PJM Interconnection,0.00693,7/1/15,SUN,,,,,,,,,,PA-461157-NSTI-I,,,,,,
Learn-Robert-VA-PV-11.18kw Residence,Learn-Robert-VA-PV-11.18kw Residence,,NON181771,,VA,Bedford County,PJM Interconnection,0.01118,3/1/17,SUN,,,,,,,,,,PA-461912-NSTI-I,,,,,VA-139810-SUN,
"Leberknight, Scott and Ann Marie Residence",S A Leberknight,,NON199441,,VA,Loudoun County,PJM Interconnection,0.01024,7/1/16,SUN,,,,,,,,,,PA-462013-NSTI-I,,,,,VA-151388-SUN,
